attendance,study_hours,assignments,gpa,participation,risk_level
71,4,67,8.76,5,0
55,6,45,4.04,6,1
44,2,52,4.13,2,1
92,5,66,4.62,2,0
78,5,69,8.45,9,0
52,2,38,6.65,8,1
55,2,69,9.85,5,1
90,0,63,7.04,7,0
98,3,61,9.72,9,0
96,2,84,5.06,8,0
79,6,79,7.22,10,0
89,0,60,8.98,3,0
56,6,95,9.41,5,0
69,1,33,9.56,2,1
73,5,65,9.7,3,0
46,0,52,7.2,2,1
63,4,36,5.02,7,1
82,3,38,6.17,7,0
95,1,51,7.19,4,0
99,6,49,8.13,5,0
64,4,55,5.0,1,1
85,4,93,9.9,10,0
80,4,43,4.3,5,0
54,0,57,8.72,10,1
53,2,33,8.89,9,1
41,1,81,6.93,2,1
42,3,84,6.57,2,1
46,4,79,6.81,4,1
99,6,36,6.19,5,0
53,6,53,8.77,8,0
42,6,79,6.55,6,0
76,4,67,7.87,5,0
59,1,57,6.93,10,1
63,5,39,8.95,4,0
59,5,45,5.35,6,1
55,1,90,4.9,10,1
87,2,51,9.05,5,0
68,6,69,5.75,5,0
59,0,61,5.32,3,1
63,1,41,6.98,5,1
70,1,74,9.81,5,0
62,5,49,6.49,6,0
68,6,65,8.38,10,0
97,5,54,5.59,10,0
79,3,31,9.58,4,0
76,4,36,5.76,7,0
92,2,49,7.38,1,0
87,3,98,7.9,8,0
87,6,90,6.05,7,0
55,5,89,6.06,3,0
74,3,47,5.01,4,1
93,4,70,9.86,2,0
76,3,46,7.66,3,0
79,0,41,9.32,7,1
46,0,94,8.52,10,1
99,1,43,4.18,8,0
41,4,57,7.14,4,1
44,0,36,6.13,6,1
60,5,54,9.89,9,0
80,3,79,5.84,7,0
72,2,40,5.89,6,1
72,4,42,9.09,7,0
72,2,32,4.01,7,1
61,4,86,8.86,8,0
60,4,80,8.22,10,0
52,4,44,8.76,3,1
56,5,55,8.1,6,0
69,4,42,6.44,6,1
56,5,62,7.4,8,0
88,0,66,7.12,5,0
77,4,57,7.06,10,0
71,1,78,4.22,10,1
77,3,53,6.12,2,0
74,4,69,6.75,2,0
46,6,96,8.74,8,0
54,4,97,9.22,1,0
73,6,65,7.82,8,0
48,2,72,5.36,5,1
61,0,56,8.5,5,1
67,6,30,6.9,4,0
91,2,80,5.61,10,0
45,5,53,9.63,1,1
65,6,84,6.46,7,0
98,3,74,7.8,10,0
61,6,67,6.07,9,0
48,5,50,5.36,3,1
84,4,59,5.92,7,0
58,2,36,8.95,8,1
48,1,57,8.13,6,1
68,5,41,5.18,6,1
95,6,43,7.16,5,0
79,5,78,6.57,1,0
46,5,97,9.12,2,0
40,1,75,9.28,10,1
80,0,91,5.76,3,0
41,1,94,8.31,7,1
68,6,96,8.69,2,0
96,2,81,6.34,4,0
48,2,48,8.51,9,1
49,1,30,4.95,8,1
94,5,88,6.33,1,0
90,5,87,6.83,7,0
55,1,39,5.35,6,1
70,2,75,8.0,5,0
55,2,100,5.46,8,0
43,3,54,5.47,5,1
87,2,52,8.54,8,0
85,2,58,9.34,2,0
52,5,73,7.4,1,0
51,2,82,8.45,5,1
57,5,38,7.81,9,1
96,4,41,4.64,6,0
81,2,82,6.48,9,0
90,4,52,5.69,5,0
84,4,36,7.16,6,0
55,1,31,8.8,3,1
86,0,82,7.23,2,0
51,0,32,9.53,6,1
56,5,38,7.04,6,1
89,4,33,7.61,4,0
47,5,47,6.13,5,1
47,0,75,6.44,4,1
54,5,37,5.32,7,1
97,4,43,7.81,2,0
87,3,60,8.16,10,0
45,5,93,8.49,10,0
53,2,83,6.61,10,1
79,2,80,9.7,1,0
52,1,57,8.95,9,1
84,4,49,5.82,9,0
53,4,94,4.78,7,0
52,1,86,6.52,7,1
54,2,46,8.71,3,1
65,3,86,7.28,3,0
81,2,57,6.63,5,0
52,5,58,5.44,6,1
74,6,74,5.32,10,0
79,0,60,4.94,9,1
58,0,94,9.22,6,0
82,0,61,4.43,2,1
73,4,92,9.38,9,0
58,5,61,5.88,3,0
42,6,94,4.58,7,0
95,6,39,8.78,4,0
73,3,71,5.49,5,0
94,6,44,7.24,5,0
69,0,65,6.91,8,1
93,1,81,4.42,7,0
99,4,30,9.37,9,0
84,2,79,4.63,6,0
76,0,33,4.63,9,1
46,3,92,9.17,2,0
98,0,41,7.92,4,0
98,6,79,7.72,7,0
79,2,64,7.99,1,0
40,2,90,8.88,4,1
84,4,43,4.09,7,0
57,6,80,9.95,10,0
41,4,64,9.84,5,1
62,6,89,7.08,10,0
88,5,84,6.72,7,0
86,3,60,4.33,4,0
91,4,92,8.29,2,0
65,5,36,5.46,6,1
59,5,81,5.32,3,0
54,3,80,7.43,9,0
66,3,63,8.69,8,0
66,1,58,4.22,10,1
100,6,51,7.39,4,0
81,4,42,9.13,8,0
72,4,68,8.53,3,0
82,6,100,8.5,10,0
45,4,68,8.12,2,1
57,1,49,9.92,4,1
40,0,31,4.65,1,2
77,2,74,8.9,5,0
72,0,65,4.92,5,1
48,6,52,5.51,4,1
46,2,39,6.34,1,1
97,2,97,7.19,8,0
49,2,39,4.66,7,1
50,5,77,6.82,2,0
66,0,37,9.57,1,1
71,6,94,4.65,9,0
95,1,47,8.31,1,0
84,2,41,9.84,3,0
47,1,41,5.81,7,1
97,0,45,6.34,6,0
76,6,40,8.93,10,0
71,0,50,5.96,6,1
89,0,82,5.64,4,0
51,3,71,8.19,5,1
75,6,72,8.2,3,0
68,3,87,8.73,3,0
78,0,92,5.78,2,0
61,5,72,8.14,3,0
86,6,45,9.52,1,0
60,1,77,4.58,9,1
54,5,66,4.84,2,1
66,6,60,7.22,5,0
45,5,53,4.42,9,1
70,3,48,6.72,2,1
81,4,42,7.86,9,0
65,2,61,9.06,5,0
75,2,30,5.66,7,1
99,6,83,8.37,10,0
81,0,68,4.98,5,1
92,1,76,4.84,6,0
89,0,35,7.63,6,1
100,2,80,8.16,6,0
89,3,85,8.66,6,0
88,2,34,6.75,1,0
63,4,67,5.44,8,0
70,3,89,4.96,6,0
50,2,63,4.41,8,1
76,1,66,5.05,8,1
44,4,92,8.6,9,0
89,1,71,6.68,2,0
83,5,43,4.76,5,0
46,0,33,7.4,4,1
55,3,52,8.73,5,1
58,3,34,6.97,1,1
59,5,50,7.03,6,0
45,6,46,9.54,10,1
66,2,63,6.21,8,1
59,6,80,4.21,2,0
100,6,36,6.68,4,0
43,3,54,9.27,2,1
43,6,37,8.77,8,1
42,4,83,5.68,10,1
71,6,65,7.79,5,0
40,2,51,5.99,1,1
45,3,81,5.49,6,1
44,1,70,7.48,3,1
54,5,94,9.07,3,0
67,2,41,8.91,8,1
90,1,78,4.36,3,0
73,4,56,7.7,4,0
51,5,67,8.45,9,0
94,5,36,4.79,7,0
89,3,82,7.65,9,0
99,6,77,5.12,9,0
91,0,98,4.43,10,0
49,6,87,8.33,3,0
43,2,94,7.07,8,1
97,2,39,4.75,1,0
85,3,98,5.76,2,0
82,2,56,7.98,2,0
98,1,50,6.5,9,0
50,5,79,7.96,7,0
54,4,98,8.39,5,0
66,0,96,9.42,5,0
40,6,48,5.59,6,1
65,3,90,9.4,7,0
81,3,59,4.72,7,0
42,5,88,7.84,10,0
98,0,66,9.61,10,0
48,6,73,8.81,4,0
70,1,37,7.74,2,1
81,0,61,7.94,8,0
55,6,83,7.75,1,0
88,2,57,4.83,2,0
52,6,98,7.31,10,0
73,0,93,7.96,9,0
76,0,48,4.91,3,1
82,2,35,4.28,10,1
88,6,47,5.1,8,0
60,3,38,6.53,8,1
56,2,38,8.02,7,1
57,3,78,8.46,7,0
76,3,93,9.42,2,0
97,5,54,7.86,1,0
83,1,32,7.57,1,1
45,1,52,7.47,10,1
91,1,50,6.28,1,0
74,5,72,9.93,3,0
53,6,80,4.79,9,0
93,4,50,5.18,4,0
46,2,62,6.39,8,1
43,4,100,8.14,1,0
63,0,59,8.06,5,1
83,5,44,5.28,4,0
96,1,79,6.26,5,0
79,1,49,6.07,5,1
72,1,65,9.61,5,0
80,5,52,4.34,9,0
81,5,66,5.67,2,0
49,1,82,6.38,1,1
82,0,79,8.66,6,0
96,3,100,8.93,2,0
93,6,95,5.61,3,0
50,2,45,7.28,3,1
100,4,58,4.52,10,0
53,6,76,9.6,8,0
89,5,69,6.84,8,0
91,3,48,7.87,5,0
59,3,84,8.64,7,0
46,4,84,5.8,2,1
99,4,44,4.6,9,0
91,5,30,7.07,6,0
47,6,52,4.95,4,1
48,2,73,4.72,9,1
61,6,58,5.22,9,0
73,3,45,5.1,2,1
82,2,42,9.07,5,0
78,0,44,7.41,7,1
74,4,33,8.04,10,0
71,3,83,8.77,10,0
47,2,73,6.3,2,1
66,4,69,6.05,10,0
59,5,91,4.6,6,0
71,6,65,9.76,10,0
43,6,81,4.96,6,1
83,3,53,8.7,7,0
68,0,66,7.72,10,1
68,1,72,7.34,2,0
44,2,59,8.81,5,1
93,2,32,6.58,5,0
81,2,81,7.49,4,0
72,4,51,7.15,4,0
98,1,70,8.06,9,0
67,4,70,9.17,10,0
45,4,89,5.45,2,1
85,0,92,6.46,5,0
55,5,100,8.16,1,0
87,3,100,4.83,3,0
76,6,54,5.73,1,0
57,6,96,7.75,3,0
98,1,75,7.77,10,0
48,1,35,4.01,10,1
82,0,83,7.73,7,0
67,4,41,5.21,6,1
73,3,74,6.44,5,0
78,3,45,5.14,1,0
76,4,44,7.93,5,0
99,2,76,4.92,4,0
66,1,94,9.34,6,0
89,0,96,6.08,5,0
55,4,58,5.05,9,1
46,2,74,8.36,8,1
95,1,51,9.34,8,0
83,0,54,4.97,4,1
61,3,71,9.29,2,0
64,4,50,8.83,8,0
49,1,47,8.93,7,1
96,3,94,6.77,7,0
58,1,34,9.36,4,1
69,2,50,6.15,9,1
73,2,100,4.83,3,0
62,0,49,4.57,8,1
40,3,84,8.13,6,1
90,1,35,9.7,7,0
42,0,53,6.28,5,1
92,5,100,9.03,10,0
59,0,30,6.88,3,1
100,1,96,8.82,4,0
68,4,91,6.08,7,0
68,4,76,7.86,10,0
60,4,98,9.53,7,0
60,4,60,6.55,9,1
91,5,94,6.87,3,0
85,4,63,6.26,10,0
90,2,48,8.35,3,0
79,3,96,7.27,2,0
87,3,65,6.63,10,0
67,5,66,4.5,9,0
46,3,33,6.99,3,1
97,0,92,7.64,1,0
79,3,32,8.58,5,0
88,5,100,5.48,5,0
93,2,100,7.5,1,0
65,0,81,9.27,8,0
62,5,64,4.07,9,0
83,1,48,7.24,9,0
97,4,100,4.9,9,0
51,1,63,7.18,4,1
84,5,31,6.92,2,0
92,0,85,9.14,7,0
62,2,70,8.21,5,0
85,6,40,8.03,9,0
77,6,91,4.73,10,0
81,3,51,8.46,2,0
47,6,98,8.47,1,0
64,2,37,6.45,8,1
41,3,32,7.83,7,1
53,0,55,5.17,8,1
97,5,83,5.45,3,0
55,3,69,8.17,2,1
57,0,86,9.77,1,1
82,3,62,9.49,7,0
67,2,33,4.89,1,1
48,1,73,6.95,8,1
75,4,53,7.22,7,0
87,1,30,8.16,3,0
64,2,71,5.06,9,1
44,0,44,9.88,1,1
81,2,73,9.08,10,0
70,6,76,8.33,5,0
48,2,45,4.84,1,1
66,1,58,8.95,10,1
46,5,55,4.06,9,1
72,1,43,7.55,8,1
62,1,35,8.18,9,1
44,3,56,6.82,1,1
74,2,89,8.23,9,0
53,3,89,6.34,6,0
50,1,89,5.88,8,1
58,6,100,6.87,8,0
75,1,93,8.33,9,0
89,2,62,4.7,2,0
83,5,98,6.45,8,0
70,0,48,9.33,9,1
88,6,71,6.68,3,0
46,4,79,5.69,10,1
89,1,60,9.94,2,0
50,1,53,7.23,3,1
51,6,97,5.81,9,0
98,0,100,8.05,8,0
81,0,64,7.28,4,0
82,6,57,9.07,7,0
51,6,51,4.82,1,1
58,0,97,8.61,8,0
100,2,97,7.13,8,0
95,0,89,7.24,6,0
40,1,60,5.6,4,1
59,1,44,5.15,9,1
56,1,77,6.89,7,1
45,0,57,7.64,9,1
41,1,51,5.76,8,1
43,0,80,7.99,2,1
63,3,94,9.83,8,0
72,2,96,8.57,7,0
50,6,82,7.77,8,0
96,1,77,8.42,5,0
78,4,99,5.0,4,0
100,3,78,8.7,10,0
59,4,99,9.13,1,0
98,3,82,5.88,8,0
76,6,100,7.55,7,0
43,5,40,9.7,5,1
68,6,61,9.04,7,0
90,0,66,5.78,10,0
61,2,40,9.19,2,1
84,0,34,4.31,2,1
50,1,36,7.39,2,1
66,6,69,9.03,7,0
85,5,65,9.8,3,0
85,4,47,5.8,2,0
64,3,82,5.55,6,0
45,5,40,4.07,7,1
47,2,82,8.02,1,1
94,4,62,9.47,3,0
69,4,57,7.12,5,0
68,6,38,5.83,5,0
42,5,31,5.5,8,1
73,0,57,8.8,4,1
100,5,54,9.36,9,0
68,4,33,8.48,3,1
68,6,37,9.48,8,0
53,1,52,8.13,3,1
74,0,95,9.57,7,0
82,4,77,6.31,6,0
66,4,88,9.22,10,0
99,5,66,7.65,4,0
94,0,41,8.98,6,0
65,3,45,8.3,8,1
91,1,95,9.35,1,0
94,1,77,6.82,10,0
66,3,65,5.0,1,1
41,1,78,6.03,3,1
96,3,36,4.95,2,0
74,2,47,4.62,9,1
62,6,45,9.4,7,0
52,5,45,6.55,1,1
99,5,33,7.28,3,0
76,1,59,8.67,1,0
68,1,40,6.94,6,1
81,4,83,8.94,9,0
83,6,43,8.65,10,0
47,4,100,7.32,1,0
81,5,68,4.6,9,0
81,0,40,9.11,10,1
41,1,65,8.13,4,1
82,6,37,5.42,8,0
93,2,38,6.25,2,0
83,4,70,5.92,8,0
70,1,36,6.36,5,1
86,1,69,7.0,6,0
71,5,38,7.71,5,0
89,3,41,9.22,6,0
88,3,36,4.55,6,0
64,3,88,4.38,8,0
86,3,35,7.88,5,0
81,0,72,7.06,9,0
52,2,42,7.62,10,1
47,3,36,4.96,8,1
72,1,40,4.24,8,1
85,6,68,5.59,4,0
61,0,58,6.73,5,1
56,2,36,9.16,8,1
100,5,37,4.26,7,0
61,0,62,4.25,7,1
52,1,63,7.07,10,1
40,2,76,5.9,6,1
46,5,35,5.88,9,1
68,1,69,6.94,1,1
79,4,89,7.9,4,0
66,1,42,6.6,6,1
41,1,96,7.87,9,1
89,3,33,8.85,9,0
90,3,44,5.04,9,0
80,6,91,6.75,5,0
59,5,57,7.59,6,0
73,2,83,8.1,3,0
54,6,47,8.41,9,0
57,3,35,6.38,9,1
71,0,37,6.72,9,1
47,6,78,6.73,4,0
83,3,57,4.76,7,0
95,1,73,4.66,3,0
67,2,62,8.9,6,0
56,6,69,9.1,10,0
79,0,64,9.79,3,0
85,5,90,5.23,1,0
80,0,42,5.34,5,1
55,6,40,9.18,9,0
47,0,65,5.43,2,1
95,5,38,6.24,3,0
95,3,97,7.72,1,0
95,0,45,7.84,9,0
56,2,75,8.66,9,1
93,0,74,7.89,8,0
44,2,92,5.72,5,1
94,1,62,7.5,8,0
80,6,58,5.04,6,0
98,4,89,4.02,1,0
62,3,32,9.72,3,1
65,3,77,9.37,6,0
71,2,33,7.52,3,1
62,5,65,9.02,10,0
40,3,47,8.0,3,1
55,1,70,4.45,4,1
98,6,84,9.36,7,0
99,3,77,5.53,10,0
94,3,74,7.27,7,0
91,0,61,9.21,7,0
79,3,66,4.25,9,0
83,4,63,9.09,10,0
49,0,79,8.41,2,1
65,1,36,5.88,1,1
50,1,38,7.37,4,1
40,6,89,4.02,10,1
99,5,78,9.07,10,0
79,6,47,5.83,2,0
46,6,88,5.81,7,0
73,4,96,8.63,10,0
99,1,68,6.23,4,0
66,6,67,5.45,3,0
60,5,98,7.79,5,0
72,1,51,5.75,6,1
76,1,45,7.75,7,1
66,1,70,4.96,6,1
80,0,87,6.02,1,0
68,4,32,6.99,2,1
56,1,70,8.49,6,1
98,0,39,8.54,6,0
63,2,58,8.63,4,1
50,0,69,5.87,10,1
78,0,84,4.06,3,0
84,1,89,5.24,1,0
97,1,96,5.5,6,0
86,1,77,8.89,8,0
81,4,44,6.7,1,0
80,1,100,9.1,1,0
42,3,35,5.17,9,1
50,5,91,8.17,3,0
99,2,45,8.45,8,0
55,1,85,6.4,5,1
53,5,83,7.52,9,0
88,4,58,6.43,1,0
97,6,35,8.31,6,0
86,3,86,7.77,6,0
84,5,93,9.22,10,0
76,0,100,8.93,6,0
75,2,98,7.24,9,0
56,0,89,5.88,3,1
88,4,33,5.3,8,0
71,5,69,8.53,5,0
94,2,67,4.75,7,0
50,3,98,5.9,7,0
75,2,91,5.51,10,0
72,3,81,8.83,3,0
63,4,34,4.27,1,1
61,1,97,9.51,4,0
88,0,35,7.23,7,1
89,3,97,8.58,5,0
82,6,53,6.0,2,0
80,1,84,6.24,8,0
41,2,76,8.61,1,1
87,1,91,6.15,9,0
74,5,78,9.4,2,0
70,3,32,5.03,5,1
45,4,65,8.01,6,1
69,0,60,7.38,8,1
51,2,80,9.16,6,1
53,4,42,6.0,3,1
70,1,59,5.89,5,1
88,1,80,5.32,2,0
42,2,97,9.14,8,1
97,5,72,5.53,1,0
72,1,88,4.49,2,0
42,3,99,6.92,5,1
92,5,67,6.45,9,0
90,4,80,6.43,6,0
53,0,94,4.64,9,1
97,0,74,8.42,3,0
58,3,74,4.53,3,1
44,1,87,6.85,10,1
87,4,63,7.49,7,0
43,5,100,6.12,9,0
99,3,63,4.5,2,0
79,1,91,7.91,10,0
57,0,91,5.91,4,1
43,0,44,8.37,10,1
84,0,85,4.91,3,0
59,2,66,8.62,7,1
76,5,88,8.88,7,0
43,1,60,4.07,3,1
42,0,34,7.11,10,1
95,0,85,8.8,8,0
95,3,95,7.53,3,0
44,0,77,6.33,2,1
91,1,66,9.3,8,0
87,4,98,5.9,7,0
100,1,98,6.21,7,0
88,3,80,6.72,10,0
100,0,49,7.84,2,0
88,4,95,9.45,6,0
98,1,80,5.27,4,0
90,3,56,4.67,2,0
94,5,58,8.79,1,0
86,0,80,6.91,9,0
60,2,97,7.72,3,0
42,3,77,7.6,9,1
41,5,93,5.91,10,0
87,5,37,5.64,4,0
55,1,84,9.22,9,1
77,0,100,7.04,2,0
98,0,51,8.62,2,0
72,1,87,7.92,9,0
64,2,72,9.92,1,0
54,6,51,5.27,4,1
85,2,89,9.83,5,0
82,1,32,8.8,8,1
54,2,87,4.78,7,1
49,6,86,6.43,8,0
86,5,60,9.78,1,0
47,0,64,6.68,7,1
80,2,91,5.1,5,0
74,1,52,7.64,3,1
49,2,65,8.58,9,1
74,2,52,5.68,9,1
47,2,63,5.07,3,1
77,3,89,4.07,9,0
82,0,69,4.01,8,1
52,2,89,7.19,6,1
74,3,91,5.53,10,0
43,0,49,6.37,3,1
88,3,66,9.48,6,0
91,1,97,6.89,1,0
79,2,38,8.65,6,0
70,2,37,4.67,10,1
84,5,78,8.17,4,0
64,1,42,6.85,3,1
58,2,47,7.72,4,1
55,3,96,8.4,1,0
69,1,70,6.29,2,1
49,6,94,9.92,1,0
79,2,94,5.53,10,0
87,4,58,8.52,8,0
73,3,42,5.67,4,1
64,1,57,8.29,5,1
99,3,76,5.6,3,0
78,1,59,4.76,4,1
42,3,83,9.61,7,1
46,3,89,5.32,2,1
56,4,58,6.53,2,1
61,4,86,9.71,4,0
50,5,87,7.65,5,0
69,5,85,6.93,5,0
76,2,43,5.07,4,1
98,0,95,4.03,6,0
79,2,51,5.21,8,0
86,2,62,8.13,10,0
65,1,40,7.47,7,1
56,0,73,7.22,1,1
65,6,87,4.41,5,0
45,6,71,5.59,8,1
64,3,37,9.6,8,1
53,4,51,6.61,4,1
43,0,95,8.73,9,1
91,2,52,5.68,2,0
95,6,58,8.78,9,0
83,4,96,8.68,9,0
40,2,65,4.74,8,1
45,5,92,8.68,3,0
82,1,40,8.3,10,0
57,2,88,7.34,4,0
74,4,51,4.89,7,0
44,0,49,9.07,9,1
54,3,72,7.17,3,1
68,6,66,5.21,7,0
96,3,86,8.96,1,0
78,2,51,4.55,9,1
83,6,57,4.99,9,0
80,5,73,9.73,6,0
77,0,78,9.84,2,0
60,2,99,8.74,4,0
89,0,52,5.04,4,0
88,2,37,9.49,8,0
52,4,38,8.49,9,1
90,1,43,4.87,9,0
78,4,66,5.94,5,0
58,2,91,9.51,2,0
55,6,95,6.0,4,0
92,1,85,7.26,3,0
72,6,77,5.77,1,0
64,3,46,5.88,1,1
97,5,81,9.65,7,0
73,4,69,9.94,6,0
60,4,53,8.79,10,0
57,3,50,7.94,8,1
59,1,94,4.02,9,1
46,4,90,7.99,4,0
49,2,84,6.0,6,1
44,3,95,8.59,9,0
51,4,72,6.31,6,1
51,4,69,7.42,8,1
45,2,54,6.91,1,1
51,1,48,5.74,9,1
83,2,64,9.25,2,0
83,4,94,6.68,3,0
62,6,96,8.06,1,0
59,0,84,4.61,9,1
99,1,89,9.98,2,0
59,6,96,7.07,9,0
47,1,43,9.9,9,1
76,5,76,7.48,9,0
60,3,99,4.28,3,0
41,0,95,7.47,2,1
45,5,51,6.69,10,1
53,0,76,7.27,9,1
67,1,69,7.24,8,1
94,0,100,8.03,9,0
78,3,77,9.26,3,0
68,5,57,9.01,2,0
48,4,62,8.51,4,1
94,4,53,7.13,7,0
73,5,66,9.15,4,0
44,1,40,6.93,4,1
56,2,45,8.69,8,1
97,4,39,4.21,9,0
49,6,62,9.61,7,0
91,2,64,6.13,7,0
60,1,64,5.14,2,1
62,1,76,6.95,6,1
77,3,50,8.0,6,0
80,3,75,6.03,9,0
80,3,35,8.24,10,0
51,6,31,5.63,2,1
75,2,62,5.31,1,0
66,1,61,4.69,5,1
52,3,85,7.76,10,0
86,2,91,6.76,8,0
53,3,53,9.2,3,1
86,0,99,4.57,2,0
72,2,59,5.86,8,1
78,1,74,6.73,10,0
84,0,47,9.63,3,0
65,2,89,8.72,7,0
56,4,44,7.85,8,1
98,6,65,4.2,3,0
58,5,77,7.38,1,0
50,4,55,8.78,2,1
53,3,48,4.35,3,1
77,1,100,4.59,3,0
91,3,70,4.88,10,0
61,0,98,9.03,2,0
58,3,43,4.2,5,1
71,6,69,6.85,1,0
61,4,42,8.78,7,1
51,0,48,6.21,1,1
90,0,33,6.26,2,1
72,5,73,6.45,3,0
91,6,68,5.04,8,0
90,1,48,9.4,1,0
72,4,33,5.25,4,1
76,6,58,6.31,4,0
75,3,68,5.97,6,0
69,3,49,4.73,10,1
85,4,69,8.5,6,0
75,3,99,4.99,3,0
53,0,55,8.51,4,1
66,0,73,5.66,4,1
49,4,63,6.32,4,1
77,5,64,6.42,9,0
78,0,56,5.35,3,1
60,4,34,4.98,5,1
82,1,88,9.02,6,0
76,2,50,5.48,4,1
99,6,42,5.41,10,0
42,5,77,5.63,10,1
90,4,79,7.11,10,0
65,4,39,4.59,10,1
87,6,89,4.43,1,0
71,5,73,5.64,1,0
66,1,39,5.99,6,1
87,2,97,8.4,3,0
78,5,37,9.75,1,0
94,5,89,9.71,6,0
92,5,66,8.37,1,0
96,4,39,5.08,6,0
45,5,92,5.87,8,0
75,6,41,4.02,9,0
99,2,50,5.53,1,0
81,3,84,9.97,3,0
79,0,89,9.42,10,0
68,4,33,9.5,1,0
94,5,99,6.7,10,0
100,2,85,4.06,1,0
83,1,64,8.44,8,0
61,4,100,4.12,6,0
69,2,60,4.35,2,1
44,2,63,5.73,5,1
86,2,80,7.99,3,0
100,6,43,8.09,1,0
95,6,33,7.38,4,0
87,6,48,7.2,3,0
41,2,57,6.08,9,1
50,5,38,9.59,7,1
75,6,40,5.23,4,0
83,2,69,4.57,1,0
99,2,84,8.64,4,0
82,4,72,4.12,2,0
59,1,100,8.45,6,0
40,3,60,8.01,10,1
77,1,45,8.5,7,1
81,2,86,7.29,3,0
88,0,98,9.97,2,0
68,1,52,4.5,9,1
91,0,66,8.79,7,0
94,3,75,9.9,7,0
87,5,52,4.22,2,0
59,6,31,9.62,6,0
83,3,73,8.83,5,0
81,4,78,7.84,8,0
83,0,91,6.9,9,0
46,5,86,9.83,10,0
43,0,77,8.49,7,1
89,6,87,5.41,8,0
69,0,44,4.41,10,1
47,2,95,6.92,1,1
70,2,78,7.28,4,0
69,1,64,4.64,6,1
76,4,52,9.02,1,0
40,5,97,9.97,5,0
85,6,50,7.18,1,0
68,3,88,4.27,3,0
85,3,52,5.0,4,0
69,1,69,9.82,8,0
80,1,88,9.45,10,0
89,2,39,9.75,3,0
86,0,95,4.66,5,0
71,5,50,7.69,1,0
61,6,42,5.49,10,1
68,5,68,6.95,8,0
58,5,36,9.53,9,1
71,1,59,5.69,10,1
98,3,40,6.6,10,0
88,0,89,7.87,3,0
49,6,53,6.53,5,1
49,6,94,6.79,1,0
88,1,72,6.99,8,0
62,5,70,4.37,4,0
68,3,51,5.77,6,1
46,3,61,9.23,4,1
59,0,64,4.88,1,1
75,5,98,9.19,2,0
88,3,54,9.51,2,0
49,0,85,9.93,1,1
50,3,74,5.13,7,1
57,2,38,9.45,9,1
87,6,36,6.61,3,0
76,0,74,6.82,10,0
41,1,57,8.71,2,1
47,2,67,9.22,5,1
81,5,64,4.12,9,0
70,6,35,6.51,3,0
84,2,63,6.67,7,0
87,4,50,8.2,3,0
66,1,67,7.77,7,1
88,0,73,4.06,6,0
85,0,71,6.51,6,0
75,0,57,6.81,1,1
63,4,77,8.7,9,0
98,1,39,6.38,4,0
54,3,50,9.34,5,1
87,3,45,9.65,1,0
48,1,36,5.23,4,1
85,5,88,4.72,7,0
75,4,91,9.99,3,0
97,4,30,9.78,3,0
66,6,64,5.34,3,0
89,6,32,4.53,1,0
75,2,65,8.32,8,0
46,3,68,7.11,8,1
64,2,77,6.76,4,0
96,2,61,5.05,2,0
51,5,91,9.84,2,0
62,2,92,9.18,3,0
48,3,98,7.94,5,0
48,1,91,4.78,6,1
100,3,96,5.17,9,0
55,3,57,8.18,6,1
85,3,100,7.98,2,0
59,0,87,4.49,3,1
70,6,62,9.97,5,0
48,5,35,6.94,6,1
67,2,50,9.02,1,1
52,5,91,5.21,2,0
44,6,54,4.0,8,1
59,6,94,5.36,3,0
46,6,65,7.62,5,0
72,2,43,5.86,3,1
97,2,50,9.0,3,0
58,3,98,5.05,9,0
85,6,93,4.7,6,0
88,1,67,6.11,10,0
72,3,86,8.25,10,0
85,1,75,8.08,9,0
53,4,75,9.24,3,0
91,4,44,6.31,7,0
60,5,70,9.63,5,0
69,2,39,7.4,5,1
44,2,86,8.57,1,1
80,4,97,4.02,3,0
51,3,82,5.14,6,1
80,5,74,8.75,10,0
80,2,79,5.17,6,0
60,2,43,4.61,4,1
41,4,58,5.32,8,1
68,5,80,9.94,7,0
75,6,84,5.04,7,0
68,6,63,8.66,3,0
83,5,84,9.5,10,0
43,2,70,9.72,6,1
89,4,75,7.34,9,0
94,3,87,6.23,8,0
95,4,60,4.73,5,0
66,5,40,6.53,2,0
62,6,74,8.57,3,0
100,3,44,8.08,4,0
59,4,32,6.47,3,1
67,0,98,9.01,7,0
48,1,99,4.51,2,1
61,4,73,4.54,6,0
55,5,37,7.07,6,1
95,2,40,6.25,6,0
93,3,51,5.3,4,0
94,3,31,7.03,2,0
58,3,30,6.6,5,1
71,2,39,9.18,3,1
45,3,34,4.76,4,1
86,3,59,6.8,2,0
58,0,31,8.74,9,1
98,4,60,4.7,1,0
44,6,94,4.66,7,0
81,5,35,9.32,6,0
72,6,31,9.7,1,0
89,2,99,4.37,4,0
42,2,31,4.51,5,1
100,5,100,5.34,6,0
44,3,54,9.69,2,1
46,3,52,8.68,1,1
100,5,30,7.71,9,0
48,3,41,4.03,3,1
95,6,37,9.17,10,0
93,5,60,9.22,1,0
100,1,61,7.71,2,0
84,1,49,6.99,8,0
65,3,83,7.03,10,0
77,0,41,7.91,5,1
69,4,71,5.58,4,0
60,5,50,7.52,7,0
71,1,93,5.56,8,0
98,2,99,9.79,3,0
57,6,62,4.21,8,0
91,1,57,5.8,5,0
